    schemaname    |             tablename              |                            indexname                            |                                                                                                                                                                                                                indexdef                                                                                                                                                                                                                 
 public           | mint_jobs                          | idx_mint_jobs_order                                             | CREATE INDEX idx_mint_jobs_order ON public.mint_jobs USING btree (order_id)
 public           | mint_jobs                          | idx_mint_jobs_status                                            | CREATE INDEX idx_mint_jobs_status ON public.mint_jobs USING btree (status)
 public           | mint_jobs                          | mint_jobs_order_id_key                                          | CREATE UNIQUE INDEX mint_jobs_order_id_key ON public.mint_jobs USING btree (order_id)
 public           | mint_jobs                          | mint_jobs_pkey                                                  | CREATE UNIQUE INDEX mint_jobs_pkey ON public.mint_jobs USING btree (id)
 public           | nft_mints                          | nft_mints_pkey                                                  | CREATE UNIQUE INDEX nft_mints_pkey ON public.nft_mints USING btree (id)
 public           | nft_mints                          | nft_mints_ticket_id_key                                         | CREATE UNIQUE INDEX nft_mints_ticket_id_key ON public.nft_mints USING btree (ticket_id)
 public           | notification_log                   | notification_log_pkey                                           | CREATE UNIQUE INDEX notification_log_pkey ON public.notification_log USING btree (id)
 public           | notifications                      | idx_notifications_created                                       | CREATE INDEX idx_notifications_created ON public.notifications USING btree (created_at)
 public           | notifications                      | idx_notifications_status                                        | CREATE INDEX idx_notifications_status ON public.notifications USING btree (status)
 public           | notifications                      | idx_notifications_tenant_id                                     | CREATE INDEX idx_notifications_tenant_id ON public.notifications USING btree (tenant_id)
 public           | notifications                      | idx_notifications_user                                          | CREATE INDEX idx_notifications_user ON public.notifications USING btree (user_id)
 public           | notifications                      | notifications_pkey                                              | CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)
 public           | ofac_checks                        | idx_ofac_checks_venue_id                                        | CREATE INDEX idx_ofac_checks_venue_id ON public.ofac_checks USING btree (venue_id)
 public           | ofac_checks                        | ofac_checks_pkey                                                | CREATE UNIQUE INDEX ofac_checks_pkey ON public.ofac_checks USING btree (id)
 public           | ofac_sdn_list                      | idx_ofac_sdn_name                                               | CREATE INDEX idx_ofac_sdn_name ON public.ofac_sdn_list USING btree (full_name)
 public           | ofac_sdn_list                      | ofac_sdn_list_pkey                                              | CREATE UNIQUE INDEX ofac_sdn_list_pkey ON public.ofac_sdn_list USING btree (id)
 public           | order_items                        | order_items_pkey                                                | CREATE UNIQUE INDEX order_items_pkey ON public.order_items USING btree (id)
 public           | orders                             | idx_orders_event                                                | CREATE INDEX idx_orders_event ON public.orders USING btree (event_id)
 public           | orders                             | idx_orders_status                                               | CREATE INDEX idx_orders_status ON public.orders USING btree (status)
 public           | orders                             | idx_orders_tenant_created                                       | CREATE INDEX idx_orders_tenant_created ON public.orders USING btree (tenant_id, created_at)
 public           | orders                             | idx_orders_tenant_id                                            | CREATE INDEX idx_orders_tenant_id ON public.orders USING btree (tenant_id)
 public           | orders                             | idx_orders_user                                                 | CREATE INDEX idx_orders_user ON public.orders USING btree (user_id)
 public           | orders                             | orders_idempotency_key_key                                      | CREATE UNIQUE INDEX orders_idempotency_key_key ON public.orders USING btree (idempotency_key)
 public           | orders                             | orders_pkey                                                     | CREATE UNIQUE INDEX orders_pkey ON public.orders USING btree (id)
 public           | orders                             | uq_orders_idempotency                                           | CREATE UNIQUE INDEX uq_orders_idempotency ON public.orders USING btree (idempotency_key) WHERE (idempotency_key IS NOT NULL)
 public           | orders                             | uq_orders_order_number                                          | CREATE UNIQUE INDEX uq_orders_order_number ON public.orders USING btree (order_number)
 public           | outbox                             | idx_outbox_processed                                            | CREATE INDEX idx_outbox_processed ON public.outbox USING btree (processed, created_at)
 public           | outbox                             | idx_outbox_tenant_id                                            | CREATE INDEX idx_outbox_tenant_id ON public.outbox USING btree (tenant_id)
 public           | outbox                             | idx_outbox_unprocessed                                          | CREATE INDEX idx_outbox_unprocessed ON public.outbox USING btree (processed_at) WHERE (processed_at IS NULL)
 public           | outbox                             | outbox_pkey                                                     | CREATE UNIQUE INDEX outbox_pkey ON public.outbox USING btree (id)
 public           | payment_intents                    | idx_payment_intents_order                                       | CREATE INDEX idx_payment_intents_order ON public.payment_intents USING btree (order_id)
 public           | payment_intents                    | idx_payment_intents_tenant_id                                   | CREATE INDEX idx_payment_intents_tenant_id ON public.payment_intents USING btree (tenant_id)
 public           | payment_intents                    | payment_intents_pkey                                            | CREATE UNIQUE INDEX payment_intents_pkey ON public.payment_intents USING btree (id)
 public           | payment_intents                    | payment_intents_stripe_intent_id_key                            | CREATE UNIQUE INDEX payment_intents_stripe_intent_id_key ON public.payment_intents USING btree (stripe_intent_id)
 public           | payment_intents                    | uq_payment_intents_idempotency                                  | CREATE UNIQUE INDEX uq_payment_intents_idempotency ON public.payment_intents USING btree (tenant_id, idempotency_key) WHERE (idempotency_key IS NOT NULL)
 public           | payout_methods                     | payout_methods_pkey                                             | CREATE UNIQUE INDEX payout_methods_pkey ON public.payout_methods USING btree (id)
 public           | pgbench_accounts                   | pgbench_accounts_pkey                                           | CREATE UNIQUE INDEX pgbench_accounts_pkey ON public.pgbench_accounts USING btree (aid)
 public           | pgbench_branches                   | pgbench_branches_pkey                                           | CREATE UNIQUE INDEX pgbench_branches_pkey ON public.pgbench_branches USING btree (bid)
 public           | pgbench_tellers                    | pgbench_tellers_pkey                                            | CREATE UNIQUE INDEX pgbench_tellers_pkey ON public.pgbench_tellers USING btree (tid)
 public           | refunds                            | idx_refunds_tenant_id                                           | CREATE INDEX idx_refunds_tenant_id ON public.refunds USING btree (tenant_id)
 public           | refunds                            | refunds_pkey                                                    | CREATE UNIQUE INDEX refunds_pkey ON public.refunds USING btree (id)
 public           | refunds                            | uq_refunds_idempotency                                          | CREATE UNIQUE INDEX uq_refunds_idempotency ON public.refunds USING btree (tenant_id, idempotency_key) WHERE (idempotency_key IS NOT NULL)
 public           | reservations                       | idx_reservations_event                                          | CREATE INDEX idx_reservations_event ON public.reservations USING btree (event_id)
 public           | reservations                       | idx_reservations_expires                                        | CREATE INDEX idx_reservations_expires ON public.reservations USING btree (expires_at)
 public           | reservations                       | idx_reservations_status                                         | CREATE INDEX idx_reservations_status ON public.reservations USING btree (status)
 public           | reservations                       | idx_reservations_user                                           | CREATE INDEX idx_reservations_user ON public.reservations USING btree (user_id)
 public           | reservations                       | reservations_pkey                                               | CREATE UNIQUE INDEX reservations_pkey ON public.reservations USING btree (id)
 public           | risk_assessments                   | risk_assessments_pkey                                           | CREATE UNIQUE INDEX risk_assessments_pkey ON public.risk_assessments USING btree (id)
 public           | risk_flags                         | idx_risk_flags_venue_id                                         | CREATE INDEX idx_risk_flags_venue_id ON public.risk_flags USING btree (venue_id)
 public           | risk_flags                         | risk_flags_pkey                                                 | CREATE UNIQUE INDEX risk_flags_pkey ON public.risk_flags USING btree (id)
 public           | scan_policies                      | idx_scan_policies_event                                         | CREATE INDEX idx_scan_policies_event ON public.scan_policies USING btree (event_id)
 public           | scan_policies                      | idx_scan_policies_venue                                         | CREATE INDEX idx_scan_policies_venue ON public.scan_policies USING btree (venue_id)
 public           | scan_policies                      | scan_policies_pkey                                              | CREATE UNIQUE INDEX scan_policies_pkey ON public.scan_policies USING btree (id)
 public           | scan_policies                      | uq_scan_policies_event_type                                     | CREATE UNIQUE INDEX uq_scan_policies_event_type ON public.scan_policies USING btree (event_id, policy_type)
 public           | scan_policy_templates              | scan_policy_templates_pkey                                      | CREATE UNIQUE INDEX scan_policy_templates_pkey ON public.scan_policy_templates USING btree (id)
 public           | scans                              | idx_scans_device_id                                             | CREATE INDEX idx_scans_device_id ON public.scans USING btree (device_id)
 public           | scans                              | idx_scans_result                                                | CREATE INDEX idx_scans_result ON public.scans USING btree (result)
 public           | scans                              | idx_scans_scanned_at                                            | CREATE INDEX idx_scans_scanned_at ON public.scans USING btree (scanned_at)
 public           | scans                              | idx_scans_ticket_id                                             | CREATE INDEX idx_scans_ticket_id ON public.scans USING btree (ticket_id)
 public           | scans                              | scans_pkey                                                      | CREATE UNIQUE INDEX scans_pkey ON public.scans USING btree (id)
 public           | schema_migrations                  | schema_migrations_pkey                                          | CREATE UNIQUE INDEX schema_migrations_pkey ON public.schema_migrations USING btree (version)
 public           | search_index_events                | idx_search_events_category                                      | CREATE INDEX idx_search_events_category ON public.search_index_events USING btree (category)
 public           | search_index_events                | idx_search_events_dates                                         | CREATE INDEX idx_search_events_dates ON public.search_index_events USING btree (start_date, end_date)
 public           | search_index_events                | idx_search_events_tenant                                        | CREATE INDEX idx_search_events_tenant ON public.search_index_events USING btree (tenant_id)
 public           | search_index_events                | idx_search_events_text                                          | CREATE INDEX idx_search_events_text ON public.search_index_events USING gin (to_tsvector('english'::regconfig, searchable_text))
 public           | search_index_events                | search_index_events_event_id_key                                | CREATE UNIQUE INDEX search_index_events_event_id_key ON public.search_index_events USING btree (event_id)
 public           | search_index_events                | search_index_events_pkey                                        | CREATE UNIQUE INDEX search_index_events_pkey ON public.search_index_events USING btree (id)
 public           | system_logs                        | idx_system_logs_tenant_id                                       | CREATE INDEX idx_system_logs_tenant_id ON public.system_logs USING btree (tenant_id)
 public           | system_logs                        | system_logs_pkey                                                | CREATE UNIQUE INDEX system_logs_pkey ON public.system_logs USING btree (id)
 public           | tax_records                        | idx_tax_records_venue_id                                        | CREATE INDEX idx_tax_records_venue_id ON public.tax_records USING btree (venue_id)
 public           | tax_records                        | idx_tax_records_year                                            | CREATE INDEX idx_tax_records_year ON public.tax_records USING btree (year)
 public           | tax_records                        | tax_records_pkey                                                | CREATE UNIQUE INDEX tax_records_pkey ON public.tax_records USING btree (id)
 public           | tenants                            | idx_tenants_slug                                                | CREATE INDEX idx_tenants_slug ON public.tenants USING btree (slug)
 public           | tenants                            | idx_tenants_status                                              | CREATE INDEX idx_tenants_status ON public.tenants USING btree (status)
 public           | tenants                            | tenants_pkey                                                    | CREATE UNIQUE INDEX tenants_pkey ON public.tenants USING btree (id)
 public           | tenants                            | tenants_slug_key                                                | CREATE UNIQUE INDEX tenants_slug_key ON public.tenants USING btree (slug)
 public           | ticket_types                       | idx_ticket_types_event                                          | CREATE INDEX idx_ticket_types_event ON public.ticket_types USING btree (event_id)
 public           | ticket_types                       | idx_ticket_types_tenant_id                                      | CREATE INDEX idx_ticket_types_tenant_id ON public.ticket_types USING btree (tenant_id)
 public           | ticket_types                       | ticket_types_pkey                                               | CREATE UNIQUE INDEX ticket_types_pkey ON public.ticket_types USING btree (id)
 public           | tickets                            | idx_tickets_event                                               | CREATE INDEX idx_tickets_event ON public.tickets USING btree (event_id)
 public           | tickets                            | idx_tickets_last_scanned                                        | CREATE INDEX idx_tickets_last_scanned ON public.tickets USING btree (last_scanned_at)
 public           | tickets                            | idx_tickets_order                                               | CREATE INDEX idx_tickets_order ON public.tickets USING btree (order_id)
 public           | tickets                            | idx_tickets_status                                              | CREATE INDEX idx_tickets_status ON public.tickets USING btree (status)
 public           | tickets                            | idx_tickets_tenant_id                                           | CREATE INDEX idx_tickets_tenant_id ON public.tickets USING btree (tenant_id)
 public           | tickets                            | idx_tickets_user                                                | CREATE INDEX idx_tickets_user ON public.tickets USING btree (user_id)
 public           | tickets                            | tickets_pkey                                                    | CREATE UNIQUE INDEX tickets_pkey ON public.tickets USING btree (id)
 public           | tickets                            | uq_tickets_ticket_number                                        | CREATE UNIQUE INDEX uq_tickets_ticket_number ON public.tickets USING btree (ticket_number)
 public           | transactions                       | transactions_pkey                                               | CREATE UNIQUE INDEX transactions_pkey ON public.transactions USING btree (id)
 public           | transactions                       | uq_transactions_idempotency                                     | CREATE UNIQUE INDEX uq_transactions_idempotency ON public.transactions USING btree (tenant_id, idempotency_key) WHERE (idempotency_key IS NOT NULL)
 public           | venue_settings                     | venue_settings_pkey                                             | CREATE UNIQUE INDEX venue_settings_pkey ON public.venue_settings USING btree (id)
 public           | venue_settings                     | venue_settings_venue_id_key                                     | CREATE UNIQUE INDEX venue_settings_venue_id_key ON public.venue_settings USING btree (venue_id)
 public           | venue_verifications                | idx_venue_verifications_status                                  | CREATE INDEX idx_venue_verifications_status ON public.venue_verifications USING btree (status)
 public           | venue_verifications                | idx_venue_verifications_venue_id                                | CREATE INDEX idx_venue_verifications_venue_id ON public.venue_verifications USING btree (venue_id)
 public           | venue_verifications                | venue_verifications_pkey                                        | CREATE UNIQUE INDEX venue_verifications_pkey ON public.venue_verifications USING btree (id)
 public           | venue_verifications                | venue_verifications_venue_id_key                                | CREATE UNIQUE INDEX venue_verifications_venue_id_key ON public.venue_verifications USING btree (venue_id)
 public           | venue_verifications                | venue_verifications_verification_id_key                         | CREATE UNIQUE INDEX venue_verifications_verification_id_key ON public.venue_verifications USING btree (verification_id)
 public           | venues                             | idx_venues_tenant_id                                            | CREATE INDEX idx_venues_tenant_id ON public.venues USING btree (tenant_id)
 public           | venues                             | venues_pkey                                                     | CREATE UNIQUE INDEX venues_pkey ON public.venues USING btree (id)
 public           | webhook_events                     | idx_webhook_events_event_id                                     | CREATE INDEX idx_webhook_events_event_id ON public.webhook_events USING btree (event_id)
 public           | webhook_events                     | webhook_events_event_id_key                                     | CREATE UNIQUE INDEX webhook_events_event_id_key ON public.webhook_events USING btree (event_id)
 public           | webhook_events                     | webhook_events_pkey                                             | CREATE UNIQUE INDEX webhook_events_pkey ON public.webhook_events USING btree (id)
 public           | webhook_inbox                      | idx_webhook_inbox_tenant_id                                     | CREATE INDEX idx_webhook_inbox_tenant_id ON public.webhook_inbox USING btree (tenant_id)
 public           | webhook_inbox                      | webhook_inbox_pkey                                              | CREATE UNIQUE INDEX webhook_inbox_pkey ON public.webhook_inbox USING btree (id)
 public           | webhook_inbox                      | webhook_inbox_webhook_id_key                                    | CREATE UNIQUE INDEX webhook_inbox_webhook_id_key ON public.webhook_inbox USING btree (webhook_id)
 public           | webhook_logs                       | idx_webhook_logs_source                                         | CREATE INDEX idx_webhook_logs_source ON public.webhook_logs USING btree (source)
 public           | webhook_logs                       | webhook_logs_pkey                                               | CREATE UNIQUE INDEX webhook_logs_pkey ON public.webhook_logs USING btree (id)
 tickets          | ticket_batch_operations            | idx_batch_operations_event                                      | CREATE INDEX idx_batch_operations_event ON tickets.ticket_batch_operations USING btree (event_id)
 tickets          | ticket_batch_operations            | idx_batch_operations_initiator                                  | CREATE INDEX idx_batch_operations_initiator ON tickets.ticket_batch_operations USING btree (initiated_by)
 tickets          | ticket_batch_operations            | idx_batch_operations_status                                     | CREATE INDEX idx_batch_operations_status ON tickets.ticket_batch_operations USING btree (status)
 tickets          | ticket_batch_operations            | idx_batch_operations_type                                       | CREATE INDEX idx_batch_operations_type ON tickets.ticket_batch_operations USING btree (operation_type)
 tickets          | ticket_batch_operations            | ticket_batch_operations_pkey                                    | CREATE UNIQUE INDEX ticket_batch_operations_pkey ON tickets.ticket_batch_operations USING btree (id)
 tickets          | ticket_metadata                    | idx_ticket_metadata_access_level                                | CREATE INDEX idx_ticket_metadata_access_level ON tickets.ticket_metadata USING gin (((attributes -> 'Access Level'::text)))
 tickets          | ticket_metadata                    | idx_ticket_metadata_attributes                                  | CREATE INDEX idx_ticket_metadata_attributes ON tickets.ticket_metadata USING gin (attributes)
 tickets          | ticket_metadata                    | idx_ticket_metadata_event_name                                  | CREATE INDEX idx_ticket_metadata_event_name ON tickets.ticket_metadata USING gin (((attributes -> 'Event Name'::text)))
 tickets          | ticket_metadata                    | idx_ticket_metadata_properties                                  | CREATE INDEX idx_ticket_metadata_properties ON tickets.ticket_metadata USING gin (properties)
 tickets          | ticket_metadata                    | idx_ticket_metadata_search                                      | CREATE INDEX idx_ticket_metadata_search ON tickets.ticket_metadata USING gin (to_tsvector('english'::regconfig, (((COALESCE(name, ''::character varying))::text || ' '::text) || COALESCE(description, ''::text))))
 tickets          | ticket_metadata                    | idx_ticket_metadata_tenant_id                                   | CREATE INDEX idx_ticket_metadata_tenant_id ON tickets.ticket_metadata USING btree (tenant_id)
 tickets          | ticket_metadata                    | idx_ticket_metadata_ticket_id                                   | CREATE INDEX idx_ticket_metadata_ticket_id ON tickets.ticket_metadata USING btree (ticket_id)
 tickets          | ticket_metadata                    | idx_ticket_metadata_venue                                       | CREATE INDEX idx_ticket_metadata_venue ON tickets.ticket_metadata USING gin (((attributes -> 'Venue'::text)))
 tickets          | ticket_metadata                    | ticket_metadata_pkey                                            | CREATE UNIQUE INDEX ticket_metadata_pkey ON tickets.ticket_metadata USING btree (id)
 tickets          | ticket_metadata                    | unique_ticket_metadata                                          | CREATE UNIQUE INDEX unique_ticket_metadata ON tickets.ticket_metadata USING btree (ticket_id)
 tickets          | ticket_ownership_history           | idx_ownership_history_current                                   | CREATE INDEX idx_ownership_history_current ON tickets.ticket_ownership_history USING btree (is_current_owner) WHERE (is_current_owner = true)
 tickets          | ticket_ownership_history           | idx_ownership_history_dates                                     | CREATE INDEX idx_ownership_history_dates ON tickets.ticket_ownership_history USING btree (owned_from, owned_until)
 tickets          | ticket_ownership_history           | idx_ownership_history_ticket                                    | CREATE INDEX idx_ownership_history_ticket ON tickets.ticket_ownership_history USING btree (ticket_id)
 tickets          | ticket_ownership_history           | idx_ownership_history_user                                      | CREATE INDEX idx_ownership_history_user ON tickets.ticket_ownership_history USING btree (owner_user_id)
 tickets          | ticket_ownership_history           | ticket_ownership_history_pkey                                   | CREATE UNIQUE INDEX ticket_ownership_history_pkey ON tickets.ticket_ownership_history USING btree (id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_event_schedule                           | CREATE INDEX idx_ticket_redemptions_event_schedule ON tickets.ticket_redemptions USING btree (event_schedule_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_lookup                                   | CREATE INDEX idx_ticket_redemptions_lookup ON tickets.ticket_redemptions USING btree (ticket_id, redeemed_at DESC)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_redeemed_at                              | CREATE INDEX idx_ticket_redemptions_redeemed_at ON tickets.ticket_redemptions USING btree (redeemed_at)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_redeemed_by_staff_id                     | CREATE INDEX idx_ticket_redemptions_redeemed_by_staff_id ON tickets.ticket_redemptions USING btree (redeemed_by_staff_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_redeemed_by_staff_id_fk                  | CREATE INDEX idx_ticket_redemptions_redeemed_by_staff_id_fk ON tickets.ticket_redemptions USING btree (redeemed_by_staff_id) WHERE (redeemed_by_staff_id IS NOT NULL)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_redeemed_by_user_id                      | CREATE INDEX idx_ticket_redemptions_redeemed_by_user_id ON tickets.ticket_redemptions USING btree (redeemed_by_user_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_redeemed_by_user_id_fk                   | CREATE INDEX idx_ticket_redemptions_redeemed_by_user_id_fk ON tickets.ticket_redemptions USING btree (redeemed_by_user_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_tenant_id                                | CREATE INDEX idx_ticket_redemptions_tenant_id ON tickets.ticket_redemptions USING btree (tenant_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_ticket_id                                | CREATE INDEX idx_ticket_redemptions_ticket_id ON tickets.ticket_redemptions USING btree (ticket_id)
 tickets          | ticket_redemptions                 | idx_ticket_redemptions_ticket_id_fk                             | CREATE INDEX idx_ticket_redemptions_ticket_id_fk ON tickets.ticket_redemptions USING btree (ticket_id)
 tickets          | ticket_redemptions                 | ticket_redemptions_pkey                                         | CREATE UNIQUE INDEX ticket_redemptions_pkey ON tickets.ticket_redemptions USING btree (id)
 tickets          | ticket_refunds                     | idx_ticket_refunds_amount                                       | CREATE INDEX idx_ticket_refunds_amount ON tickets.ticket_refunds USING btree (refund_amount, status)
 tickets          | ticket_refunds                     | idx_ticket_refunds_approved_by_user_id                          | CREATE INDEX idx_ticket_refunds_approved_by_user_id ON tickets.ticket_refunds USING btree (approved_by_user_id)
 tickets          | ticket_refunds                     | idx_ticket_refunds_approved_by_user_id_fk                       | CREATE INDEX idx_ticket_refunds_approved_by_user_id_fk ON tickets.ticket_refunds USING btree (approved_by_user_id) WHERE (approved_by_user_id IS NOT NULL)
 tickets          | ticket_refunds                     | idx_ticket_refunds_requested_by                                 | CREATE INDEX idx_ticket_refunds_requested_by ON tickets.ticket_refunds USING btree (requested_by_user_id)
 tickets          | ticket_refunds                     | idx_ticket_refunds_status                                       | CREATE INDEX idx_ticket_refunds_status ON tickets.ticket_refunds USING btree (status)
 tickets          | ticket_refunds                     | idx_ticket_refunds_status_requested                             | CREATE INDEX idx_ticket_refunds_status_requested ON tickets.ticket_refunds USING btree (requested_at DESC) WHERE ((status)::text = 'requested'::text)
 tickets          | ticket_refunds                     | idx_ticket_refunds_tenant_id                                    | CREATE INDEX idx_ticket_refunds_tenant_id ON tickets.ticket_refunds USING btree (tenant_id)
 tickets          | ticket_refunds                     | idx_ticket_refunds_ticket_id                                    | CREATE INDEX idx_ticket_refunds_ticket_id ON tickets.ticket_refunds USING btree (ticket_id)
 tickets          | ticket_refunds                     | idx_ticket_refunds_transaction_id                               | CREATE INDEX idx_ticket_refunds_transaction_id ON tickets.ticket_refunds USING btree (transaction_id)
 tickets          | ticket_refunds                     | ticket_refunds_pkey                                             | CREATE UNIQUE INDEX ticket_refunds_pkey ON tickets.ticket_refunds USING btree (id)
 tickets          | ticket_resale_listings             | idx_resale_listings_active                                      | CREATE INDEX idx_resale_listings_active ON tickets.ticket_resale_listings USING btree (status, expires_at) WHERE ((status)::text = 'ACTIVE'::text)
 tickets          | ticket_resale_listings             | idx_resale_listings_price                                       | CREATE INDEX idx_resale_listings_price ON tickets.ticket_resale_listings USING btree (listing_price)
 tickets          | ticket_resale_listings             | idx_resale_listings_seller                                      | CREATE INDEX idx_resale_listings_seller ON tickets.ticket_resale_listings USING btree (seller_user_id)
 tickets          | ticket_resale_listings             | idx_resale_listings_status                                      | CREATE INDEX idx_resale_listings_status ON tickets.ticket_resale_listings USING btree (status)
 tickets          | ticket_resale_listings             | idx_resale_listings_ticket                                      | CREATE INDEX idx_resale_listings_ticket ON tickets.ticket_resale_listings USING btree (ticket_id)
 tickets          | ticket_resale_listings             | idx_resale_shipping                                             | CREATE INDEX idx_resale_shipping ON tickets.ticket_resale_listings USING gin (shipping_options)
 tickets          | ticket_resale_listings             | ticket_resale_listings_pkey                                     | CREATE UNIQUE INDEX ticket_resale_listings_pkey ON tickets.ticket_resale_listings USING btree (id)
 tickets          | ticket_transactions                | idx_ticket_transactions_blockchain_transaction_id               | CREATE INDEX idx_ticket_transactions_blockchain_transaction_id ON tickets.ticket_transactions USING btree (blockchain_transaction_id)
 tickets          | ticket_transactions                | idx_ticket_transactions_created_at                              | CREATE INDEX idx_ticket_transactions_created_at ON tickets.ticket_transactions USING btree (created_at)
 tickets          | ticket_transactions                | idx_ticket_transactions_from_user_id                            | CREATE INDEX idx_ticket_transactions_from_user_id ON tickets.ticket_transactions USING btree (from_user_id)
 tickets          | ticket_transactions                | idx_ticket_transactions_pending                                 | CREATE INDEX idx_ticket_transactions_pending ON tickets.ticket_transactions USING btree (created_at) WHERE ((status)::text = 'pending'::text)
 tickets          | ticket_transactions                | idx_ticket_transactions_status                                  | CREATE INDEX idx_ticket_transactions_status ON tickets.ticket_transactions USING btree (status)
 tickets          | ticket_transactions                | idx_ticket_transactions_tenant_id                               | CREATE INDEX idx_ticket_transactions_tenant_id ON tickets.ticket_transactions USING btree (tenant_id)
 tickets          | ticket_transactions                | idx_ticket_transactions_ticket_id                               | CREATE INDEX idx_ticket_transactions_ticket_id ON tickets.ticket_transactions USING btree (ticket_id)
 tickets          | ticket_transactions                | idx_ticket_transactions_to_user_id                              | CREATE INDEX idx_ticket_transactions_to_user_id ON tickets.ticket_transactions USING btree (to_user_id)
 tickets          | ticket_transactions                | idx_ticket_transactions_type                                    | CREATE INDEX idx_ticket_transactions_type ON tickets.ticket_transactions USING btree (transaction_type)
 tickets          | ticket_transactions                | ticket_transactions_pkey                                        | CREATE UNIQUE INDEX ticket_transactions_pkey ON tickets.ticket_transactions USING btree (id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_active                                     | CREATE INDEX idx_ticket_transfers_active ON tickets.ticket_transfers USING btree (created_at, expires_at) WHERE ((status)::text = ANY ((ARRAY['initiated'::character varying, 'pending_approval'::character varying])::text[]))
 tickets          | ticket_transfers                   | idx_ticket_transfers_created_at                                 | CREATE INDEX idx_ticket_transfers_created_at ON tickets.ticket_transfers USING btree (created_at DESC)
 tickets          | ticket_transfers                   | idx_ticket_transfers_expires                                    | CREATE INDEX idx_ticket_transfers_expires ON tickets.ticket_transfers USING btree (expires_at) WHERE ((expires_at IS NOT NULL) AND ((status)::text = ANY ((ARRAY['initiated'::character varying, 'pending_approval'::character varying])::text[])))
 tickets          | ticket_transfers                   | idx_ticket_transfers_from_user                                  | CREATE INDEX idx_ticket_transfers_from_user ON tickets.ticket_transfers USING btree (from_user_id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_pending                                    | CREATE INDEX idx_ticket_transfers_pending ON tickets.ticket_transfers USING btree (status, expires_at) WHERE ((status)::text = 'PENDING'::text)
 tickets          | ticket_transfers                   | idx_ticket_transfers_status                                     | CREATE INDEX idx_ticket_transfers_status ON tickets.ticket_transfers USING btree (status)
 tickets          | ticket_transfers                   | idx_ticket_transfers_tenant_id                                  | CREATE INDEX idx_ticket_transfers_tenant_id ON tickets.ticket_transfers USING btree (tenant_id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_ticket_id                                  | CREATE INDEX idx_ticket_transfers_ticket_id ON tickets.ticket_transfers USING btree (ticket_id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_ticket_pending                             | CREATE INDEX idx_ticket_transfers_ticket_pending ON tickets.ticket_transfers USING btree (ticket_id, status) WHERE ((status)::text = 'PENDING'::text)
 tickets          | ticket_transfers                   | idx_ticket_transfers_ticket_status                              | CREATE INDEX idx_ticket_transfers_ticket_status ON tickets.ticket_transfers USING btree (ticket_id, status) WHERE ((status)::text = 'PENDING'::text)
 tickets          | ticket_transfers                   | idx_ticket_transfers_to_user                                    | CREATE INDEX idx_ticket_transfers_to_user ON tickets.ticket_transfers USING btree (to_user_id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_transaction                                | CREATE INDEX idx_ticket_transfers_transaction ON tickets.ticket_transfers USING btree (transaction_id) WHERE (transaction_id IS NOT NULL)
 tickets          | ticket_transfers                   | idx_ticket_transfers_transaction_id                             | CREATE INDEX idx_ticket_transfers_transaction_id ON tickets.ticket_transfers USING btree (transaction_id)
 tickets          | ticket_transfers                   | idx_ticket_transfers_user_history                               | CREATE INDEX idx_ticket_transfers_user_history ON tickets.ticket_transfers USING btree (from_user_id, status, created_at DESC)
 tickets          | ticket_transfers                   | idx_ticket_transfers_user_incoming                              | CREATE INDEX idx_ticket_transfers_user_incoming ON tickets.ticket_transfers USING btree (to_user_id, status, created_at DESC)
 tickets          | ticket_transfers                   | ticket_transfers_pkey                                           | CREATE UNIQUE INDEX ticket_transfers_pkey ON tickets.ticket_transfers USING btree (id)
 tickets          | ticket_type_analytics              | idx_ticket_analytics_date                                       | CREATE INDEX idx_ticket_analytics_date ON tickets.ticket_type_analytics USING btree (analytics_date)
 tickets          | ticket_type_analytics              | idx_ticket_analytics_type_id                                    | CREATE INDEX idx_ticket_analytics_type_id ON tickets.ticket_type_analytics USING btree (ticket_type_id)
 tickets          | ticket_type_analytics              | ticket_type_analytics_pkey                                      | CREATE UNIQUE INDEX ticket_type_analytics_pkey ON tickets.ticket_type_analytics USING btree (id)
 tickets          | ticket_type_analytics              | uq_ticket_analytics_date                                        | CREATE UNIQUE INDEX uq_ticket_analytics_date ON tickets.ticket_type_analytics USING btree (ticket_type_id, analytics_date)
